지번 주소,토지면적(㎡),연면적(㎡),용도지역,주구조,주용도,층수,세대/가구/호,주차대수,사용승인일,인접역,거리(m),매가(만원),보증금(만원),월세(만원),실투자금,융자제외수익률(%),광고(자동완성),사진링크,지도,대표사진,대표
양천구 신정동 928-21,111.30,187.02,제2종일반주거지역,벽돌구조,단독주택,-1/2,0/5/0,1,1993-08-25,신정역,192,90000,25500,115,64500,2.1,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 신정역 도보 2분 초역세권 수익형 다가구 매매
- 재개발 신정역 1구역 신속통합구역 후보지 선정구역
- 목동 재건축 등 주변 호재 많아 지가 상승 기대
- 매매금액 : 9억 
- 임대내역 : 보증금 2억 5500만원/월세 115만원 (관리비포함)
- 건물현황 : 지층 투룸2, 1층 투룸2, 2층 3룸, 옥탑 원룸1
- 대지면적 : 111.3㎡(약33.7평) / 연면적 : 187.02㎡(약56.7평)
- 층수 : 지하1층/지상2층
- 주차 : 1대
- 승강기 : 없음
- 방향 : 서향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제2종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1993-08-25
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1r3dDtBvhQg-QQXWdVIRXlc-o3_C9uiaC&usp=drive_fs,https://map.kakao.com/link/search/양천구신정동928-21,KakaoTalk_20250823_185730259_03.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/5ruOf8rhHMquEvdw59Ex8Q/7_6r3Dny1sUa_9il-B6VEe50GW4kf06ggkt4GC0TnUs5VnvsVZ4zRmf_ENmwpB3fp0Pcsf1-U3gXUIX8oiQwCnRUmTpmi523cNq457H51pEj41nCh-fhl0OjXAIwnWeHC29n3PcsPBbE9kR-53hPjFa2Pe5jlzhvGlXQ--KJnvW8tgwrQfrQQXW5RC_BVhVv/PjLLz2XC5DZeByCOm7RnEA1feTJapl3vNol9U1O1nic),
관악구 봉천동 1586-8,143.70,209.70,제1종일반주거지역,벽돌구조,단독주택,-1/2,0/1/0,0,1983-10-06,서울대입구역,771,90000,50300,,39700,0.0,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 서울대입구역 도보 약 9분 주인세대 있는 주택 급매매
- 관악구청과 샤로수길 인근으로 입주자 선호도 높은 지역
- 평단가 약2천만원으로 저렴해 리모델링용으로 추천
- 매매금액 : 9억 
- 임대내역 : 보증금 5억 300만원
- 건물현황 : 지층 투룸2실, 1층 방3/화1, 2층 방3개/화1
- 대지면적 : 143.7㎡(약43.5평) / 연면적 : 209.7㎡(약63.5평)
- 층수 : 지하1층/지상2층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 남동향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제1종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1983-10-06
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1VnUXkMw_2k8J0BZ6482LmWqkgr0unKXs&usp=drive_fs,https://map.kakao.com/link/search/관악구봉천동1586-8,20250513_161124.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/rdQrCYmCi4wKN5KHdM_RVQ/3LAlIRrCGYhzNca74CEYTtkymoVEEFdGmVaersEKKFw0xUfZH9du8mTx6amVcwA-Grocxbdeh2Rb_vDEXcjAWsWQ-Grkk5-Qlx0e9vtcWJNrAWZK3eWCEwIIrl3j2I2MPP43WoRH2PtdVltLhQYaU5lkN3nB42rQeA9SQciY0oU/YapajdfWh5aaV9KK1A92gzwD2ECycBSDymbYnbN2KxU),
금천구 가산동 151-52,132.20,219.14,제2종일반주거지역,벽돌구조,단독주택,-1/2,3/3/0,0,1976-12-16,가산디지털단지역,1100,95000,40000,400,55000,8.7,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 구로 가산디지털단지 옆 올리모델링 고수익 원룸건물 매매
- 월수입 400만원 이상 수익률 7%이상
- 대지지분 40평, 향후 지가 상승 기대
- CCTV 등 안전 옵션 포함 2019년 올리모델링한 풀옵션 원룸
- 매매금액 : 9억 5000만원
- 임대내역 : 보증금 4억원/월세 400만원 (관리비포함)
- 건물현황 : 각층 원룸 6호씩 18호, 옥탑 1호 (총 원룸 19호)
- 대지면적 : 132.2㎡(약40.1평) / 연면적 : 219.14㎡(약66.4평)
- 층수 : 지하1층/지상2층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 남동향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제2종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1976-12-16
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1DgOKRMQ0EhAk0dLdxPR_uzVNh76pYo4H&usp=drive_fs,https://map.kakao.com/link/search/금천구가산동151-52,KakaoTalk_20250605_144612593.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/YZpstRUBKCI-8QuN5xai5A/WwFn4lvBKkkdfhMB5GNrA3iI1H5pcHrl0ai56etYd-SJ8L55Ri4p8jQSAXZtjU3KXnXfsY_LG-C-ZYJOiSyW9b-ChVT8LsctXPFF6k_vMk2DKG3tc2WNZmfdM3AqRh4LQpQToIYfYkJy9h-7vpM8cJHV2aVlMf_L4fFp3PNDfa3zUzMUa_uBjzaBAf-7LnMl/_JNyPWAiuox9A2obqJYInlqVv2tnhATvmfCSg2ekQo8),
양천구 신정동 920-5,107.20,194.94,제2종일반주거지역,벽돌구조,단독주택,-1/2,0/5/0,0,1993-02-08,신정역,194,100000,33000,74,67000,1.3,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 신정역 도보 2분 초역세권 수익형 다가구 매매
- 거주여건 우수한 5호선 역세권 다가구
- 매매금액 : 10억 
- 임대내역 : 보증금 3억 3000만원/월세 74만원 (관리비포함)
- 건물현황 : 지층 2가구, 1층 1가구, 2층 1가구
- 대지면적 : 107.2㎡(약32.5평) / 연면적 : 194.94㎡(약59.1평)
- 층수 : 지하1층/지상2층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 북서향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제2종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1993-02-08
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1s9i0REGnuzuASmxpYtvWLtMuWTtIlfRh&usp=drive_fs,https://map.kakao.com/link/search/양천구신정동920-5,KakaoTalk_20250823_185625864_04.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/_x7KseDjDY_QZsWDZH4S7A/D05OHRVGPQDa2JVKhFZR-um0aBNfOIt6UioEclENSmkoUA0WvWvx60-dFUw5XHfdO8o2HZPeMB5JMq3K34UZN0OAppprY6WcHclmS-h1tKI_OCgaKRviN3eb9NljlMcF85l8nZS_ZvE90rhKeM0GwEi84Pyq1b8jOBRl4Wk3enEOM6lTD0qupzsGxauzTPPs/LFDCCBiRBps6PLkkFzkKW6woSlvPfW6zq1OX1LtxJa8),
구로구 개봉동 319-14,131.60,234.90,제2종일반주거지역,벽돌구조,단독주택,-1/2,0/5/0,0,1991-07-29,오류동역,790,100000,23400,50,76600,0.8,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 오류동역 9분 · 개웅산 인접, 11억대 실속형 다가구
- 저평가된 지역, 실거주·임대 수익 모두 가능한 다가구 주택
- 개봉역 도보 13분, 구로·가산디지털단지역 접근 용이
- 노후주택 리모델링 or 신축 고려 가능
- 정비구역 연계 시 개발 가치 상승 기대
  향후 신안산선 · 광역교통망 확대에 따른 미래가치 보유
- 매매금액 : 10억 
- 임대내역 : 보증금 2억 3400만원/월세 50만원 (관리비포함)
- 건물현황 : 지층 투룸 2실, 1층 투룸 2실, 2층 3룸1실
- 대지면적 : 131.6㎡(약39.9평) / 연면적 : 234.9㎡(약71.2평)
- 층수 : 지하1층/지상2층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 서향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제2종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1991-07-29
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1JgTC9LvELBxEpmPrJQzK6TkLwV-b5jep&usp=drive_fs,https://map.kakao.com/link/search/구로구개봉동319-14,KakaoTalk_20250609_101530784.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/Mn67sPmlSnTT9fPPgM9QPQ/PyuRiXju0y61wFUHhoxpt1hyQ40OmTnxr8aFtDiOSyXbefuOKbB_v78vKERtdYnP_1ADor3xpSlR-oUSHm_CgIurtLv88wBwztXr-ejv00IhUW0vhqQnv6N04lU_YhBxJLL3X_9cMRzCFlJ_T_KZE3dszH-sgQi4pYEe5tLffKxCBB2sUkXXXTnqkvQQc-oV/FHl3Ag4cjAaD7SmpkAQqOil0kWXi0KTwgFGuz4monqc),
금천구 독산동 958-1,129.60,193.29,제2종일반주거지역,벽돌구조,단독주택,-1/2,0/3/0,0,1989-08-01,구로디지털단지역,864,100000,,,100000,0.0,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 2호선 구디역 도보 15분 남부순환로 가까운 다가구 매매
- 신안산선 구디역 환승역 개통 시 현재보다 역에서 가까운 위치
- 남부순환로에서 한블럭 뒤에 있어 시끄럽지 않은 주택가
- 매매금액 : 10억 
- 건물현황 : 지층 원룸 4, 1층 투룸 2, 2층 3룸 1
- 대지면적 : 129.6㎡(약39.3평) / 연면적 : 193.29㎡(약58.6평)
- 층수 : 지하1층/지상2층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 북서향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제2종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1989-08-01
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1qv-nIqso4ise7eXr58rmNYREd-RB5ajy&usp=drive_fs,https://map.kakao.com/link/search/금천구독산동958-1,KakaoTalk_20240923_131917013_02.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/LD2-5oMUketqbk0BG7xRtQ/Swcaob8GZ1OY_lUbFI7nz3jiY5KTCns8uyVMfh05Ms-uzS_2KTTQhbPMm20dnz3ziIt6Pn6ix-4EvnDyLLq7f69YlbjqihtnZzOSPoYXk9p3UWxVLGDBD4tkODsWZRirlNdJAaciGMcHpp6xUR-Rmi2LCCN1n0KQNW_58NLZcUjlNYdOgsCjwgP4nVjGPFn6/Z0dMJch6lcU2n732_c3dhEReNIUfC3xMP7PuerAxyKA),
관악구 봉천동 872-31,99.80,162.99,제2종일반주거지역,벽돌구조,단독주택,-1/2,0/4/0,0,1991-09-07,서울대입구역,429,100000,8500,180,91500,2.4,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 서울대입구역 도보 7분 내외부 수리 완료된 단독주택 매매
- 서부선 신설 시 더블역세권 수혜 지역
- 주목받는 2호선 관악구 핵심 지역으로 지가상승 기대
- 매매금액 : 10억 
- 임대내역 : 보증금 8500만원/월세 180만원 (관리비포함)
- 건물현황 : 지층 원룸1, 투룸1, 1층 3룸, 2층 3룸 
- 대지면적 : 99.8㎡(약30.2평) / 연면적 : 162.99㎡(약49.4평)
- 층수 : 지하1층/지상2층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 남향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제2종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1991-09-07
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1j0VsAxLPmD_gI2Hm015flnthXZ9aGALl&usp=drive_fs,https://map.kakao.com/link/search/관악구봉천동872-31,KakaoTalk_20250910_152929336_02.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/mvV1GksaB99PKtOU7ylfGA/eTQ2jXmLAj2LYvHFKIBDYnUHWlCO83yxn88r8ACgjHk2wMZ_gpv3vuH3TuLOO3-WoRXz1d9Pe29XhZ2FZG7eR5B5ZeiXnHmSGWm-x7WljeUsaIWkY9kFwFMrDOaDN_KNNCwP0hzerP1rc5ft002BPBruklrC16PDFXEErq--FilU4E0Xkb0VnZKeFeNLIqfN/Vb8nvKBh9DyPMRCcGYvi-OTYdHynYx7uY05Ts93jlds),
관악구 봉천동 635-294,145.00,292.73,제1종일반주거지역,철근콘크리트구조,단독주택,-1/3,0/6/0,0,1992-05-12,봉천역,933,100000,28000,77,72000,1.3,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 봉천역 도보 15분 모아타운 구역 내 지분 넓은 다가구 주택 매매
- 언덕이나 마을버스 정류장 바로 앞으로 이동 편리
- 공급부족에 따른 재개발 가속화로 시세차익 기대 높은 지역
- 매매금액 : 10억 
- 임대내역 : 보증금 2억 8000만원/월세 77만원 (관리비포함)
- 건물현황 : 투룸 4가구, 주인세대 3룸
- 대지면적 : 145㎡(약43.9평) / 연면적 : 292.73㎡(약88.7평)
- 층수 : 지하1층/지상3층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 남향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제1종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1992-05-12
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1XGS75pATiRn8oCMaaHAJsqUP_qqdj45J&usp=drive_fs,https://map.kakao.com/link/search/관악구봉천동635-294,003.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/6DFhur10TRx1CCF7NY-Ifg/g86w3afPNYQrcXB1yxZ28yTgUUAuE_hgMeIGqtHyUp-Y6buFzaKTn2eYfUu0yg_UtGZPh_HC6ENmf9S7jw_0ZV2vYKF2BdVVM5yPbUjFIrvCccPg3VUM55wacWhNJs0Oh-dXYjy7FCuE0mGw8lLKBA/tUw0cvuLqfKI7sHRJC1A486uf0sMGiRX32zOXbGrFL8),
금천구 독산동 299-24,105.10,183.96,준공업지역,벽돌구조,단독주택,-1/2,0/4/0,0,1991-07-03,신독산역(예정),497,105000,18500,110,86500,1.5,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 신독산역 예정역 인근 저렴한 다가구 매매
- 신안산선 개통으로 입지여건 현저히 개선
- 가산/독산 디지털 산업단지 인근으로 임대수요 높은 지역
- 신안산선 호재로 향후 지가 상승 기대
- 매매금액 : 10억 5000만원
- 임대내역 : 보증금 1억 8500만원/월세 110만원 (관리비포함)
- 건물현황 : 지층 원룸1/투룸1, 1층 투룸 2가구, 2층 3룸 1가구
- 대지면적 : 105.1㎡(약31.8평) / 연면적 : 183.96㎡(약55.7평)
- 층수 : 지하1층/지상2층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 남향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 준공업지역
- 위반건축물 : X
- 사용승인일 : 1991-07-03
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=17cW289utkaKFmJ21cueb0_vmKMxEPHxC&usp=drive_fs,https://map.kakao.com/link/search/금천구독산동299-24,KakaoTalk_20241227_104956832.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/svJHa0aOlklTYTjweuWaxA/LiTeK79DKuUruDlbClrHnbSQOnJqPbLo0hWq4y0_Go6G_GaA2Aeg5okhYM8xlCl34xJebXNv9xTKb9uV_Z2lEX24CS5bivzbFVlZHX0q5uUNCFFUscrT3FckpZsewmX6FPQtdqWlke8R2m5kX14aYqVY8y7QHTEEykUjWZpuEirLucxnVdpmQjcSlS7FiLDS/YEHOHfd3wL9zJZgYGtRwR53qmifcZlf41TwTiKg6CY8),
영등포구 대림동 683-17,100.40,149.58,제2종일반주거지역,벽돌구조,단독주택,-1/2,0/1/0,0,1987-09-16,신풍역,1100,108500,21000,0,87500,0.0,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 신안산선 신풍역 도보 13분 재개발 호재지역 관리 잘 된 구옥 매매
- 재개발 활발히 진행되는 구역으로 향후 투자가치 높은 매물
- 매매금액 : 10억 8500만원
- 임대내역 : 보증금 2억 1000만원
- 건물현황 : 층별 1세대 (지층, 1층, 2층)
- 대지면적 : 100.4㎡(약30.4평) / 연면적 : 149.58㎡(약45.3평)
- 층수 : 지하1층/지상2층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 남동향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제2종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1987-09-16
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/drive/folders/1er1j1D-0Umm7QD5E81eqKjl2zVGN0FIb?usp=drive_link,https://map.kakao.com/link/search/영등포구대림동683-17,KakaoTalk_20240823_120205320_02.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/re5dMylK4iDjNttvqrD0-A/Y-8Gsw3rPZrUBbE_hrhOBV1D3R4_K9aKZ17GG6mKf4DDE8VjWO3NuWrUGFB-s1I9ilEyVCky4BbcyjhekmyBv-88fj4otYUzqhJ0ApFG4QpGkzO8SPYWt9ePMyD12ilfT0PY5O-gaCIVNDEwfvH0FtYj_joTFSdP5TN0A6TGd-d4a1Lhf5A9AL8pKAmGy43w/z4WVgmxhkQ3iZJhc1kiABIBHeFy19dv9T3xT9CxWU0U),
구로구 고척동 49-5,238.00,321.30,제2종일반주거지역,벽돌구조,단독주택,-1/2,0/1/0,0,1989-12-30,양천구청역,1400,110000,,,110000,0.0,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 재건축용 넓은 대지 감정가 보다 낮은 단독주택 매매
- 대규모 목동 재건축 수혜 가능
- 안양천, 갈산공원, 고척돔 도보 이용 가능
- 매매금액 : 11억 
- 건물현황 : 다가구 (재건축용도)
- 대지면적 : 238㎡(약72.1평) / 연면적 : 321.3㎡(약97.4평)
- 층수 : 지하1층/지상2층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 남동향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제2종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1989-12-30
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1wNmw_DxzvBvEMEIs_-ESkLHrtnjJJkHJ&usp=drive_fs,https://map.kakao.com/link/search/구로구고척동49-5,02.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/n5Mehhp6fF9Df1Z5TR2TAw/uajz3CjnFtMvsap3gXtOy3yVC9sFu_QLk-1b5tjKaASYrnHA1g3oa9wr3TC1gDZcX0syVWOOAoHhaDPw2fJADaRBaKlBKIao3rsjoI0mA46GeXNQRUtbcb3zoaetP_Mc_7qM2r4WV3MubfDlyXlbKw/K6qLJ2ouH7FmmoEkz1vlcHbdFT7yCOQa6wRNLdou8uk),
